TAXONOMIC ORDER,COMMON NAME,OBSERVATION COUNT,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED
8043,Black Swift,4,47.651685,-122.3151811,5/22/12,16:55:00
8043,Black Swift,4,47.651685,-122.3151811,5/22/12,
8043,Black Swift,9,47.662576,-122.12052,5/24/12,7:15:00
8043,Black Swift,1,47.6096364,-122.3431339,5/28/12,13:00:00
8043,Black Swift,2,47.662576,-122.12052,5/31/12,5:25:00
8043,Black Swift,5,47.6583063,-122.1143456,6/9/12,9:00:00
8043,Black Swift,5,47.662576,-122.12052,6/14/12,5:00:00
8043,Black Swift,1,47.662576,-122.12052,6/28/12,4:10:00
8043,Black Swift,3,47.4190282,-122.2763085,6/9/12,
8043,Black Swift,1,47.65424,-122.29137,6/19/12,
8043,Black Swift,1,47.6635376,-122.2805786,6/10/12,7:00:00
8043,Black Swift,X,47.65424,-122.29137,6/10/12,7:00:00
8043,Black Swift,2,47.45372,-122.32224,6/9/12,8:00:00
8043,Black Swift,15,47.662576,-122.12052,6/7/12,5:30:00
8043,Black Swift,3,47.3142829,-122.1746412,6/4/12,
8043,Black Swift,5,47.662576,-122.12052,6/14/12,8:45:00
8043,Black Swift,3,47.42088,-122.1232,6/9/12,11:00:00
8043,Black Swift,2,47.662576,-122.12052,6/14/12,5:30:00
8043,Black Swift,3,47.662576,-122.12052,6/14/12,5:30:00
8043,Black Swift,5,47.6981686,-122.2101878,6/17/12,19:00:00
8043,Black Swift,1,47.65424,-122.29137,6/16/12,8:15:00
8043,Black Swift,5,47.6981686,-122.2101878,6/17/12,19:00:00
8043,Black Swift,3,47.663868,-122.4215317,6/23/12,11:00:00
8043,Black Swift,1,47.665095,-122.2826162,6/14/12,6:50:00
8043,Black Swift,4,47.65424,-122.29137,6/19/12,11:00:00
8043,Black Swift,3,47.662576,-122.12052,6/24/12,5:50:00
8043,Black Swift,9,47.5597558,-122.0549817,6/3/12,9:00:00
8043,Black Swift,1,47.6829127,-121.9239418,6/4/12,13:30:00
8043,Black Swift,2,47.658543,-122.1317053,6/1/12,12:20:00
8043,Black Swift,1,47.4066334,-122.2595633,6/24/12,8:00:00
8043,Black Swift,3,47.5597558,-122.0549817,6/26/12,8:00:00
8043,Black Swift,9,47.5597558,-122.0549817,6/3/12,8:45:00
8043,Black Swift,10,47.662576,-122.12052,6/7/12,6:00:00
8043,Black Swift,1,47.7179375,-122.1653479,6/6/12,10:00:00
8043,Black Swift,3,47.5597558,-122.0549817,6/26/12,8:00:00
8043,Black Swift,1,47.662576,-122.12052,6/28/12,5:30:00
8043,Black Swift,1,47.662576,-122.12052,6/28/12,5:30:00
8043,Black Swift,2,47.7154368,-121.1444811,7/29/12,14:00:00
8043,Black Swift,2,47.662576,-122.12052,7/30/12,19:00:00
8043,Black Swift,3,47.6808114,-122.2510523,7/27/12,9:00:00
8043,Black Swift,X,47.5665137,-122.0850298,7/4/12,15:00:00
8043,Black Swift,3,47.6808114,-122.2510523,7/27/12,9:00:00
8043,Black Swift,2,47.65424,-122.29137,8/24/12,8:30:00
8043,Black Swift,X,47.5416862,-121.8378156,8/23/12,19:00:00
8043,Black Swift,2,47.5597558,-122.0549817,8/20/12,8:00:00
8043,Black Swift,2,47.5597558,-122.0549817,8/20/12,8:00:00
8043,Black Swift,1,47.6205833,-122.0564307,8/20/12,10:57:00
8043,Black Swift,3,47.65424,-122.29137,8/24/12,7:45:00
8043,Black Swift,2,47.3202069,-122.3327637,9/9/12,19:00:00
8043,Black Swift,3,47.662576,-122.12052,5/30/13,5:30:00
8043,Black Swift,3,47.662576,-122.12052,5/30/13,5:24:00
8043,Black Swift,1,47.6815336,-122.2505453,5/20/13,15:45:00
8043,Black Swift,3,47.662576,-122.12052,5/30/13,5:00:00
8043,Black Swift,5,47.662576,-122.12052,5/23/13,5:00:00
8043,Black Swift,X,47.65424,-122.29137,5/23/13,12:30:00
8043,Black Swift,3,47.662576,-122.12052,5/23/13,5:25:00
